product_type1,product_type2,time,price,is_original,time_diff
A,C,2024-07-19 20:00:00,380.0564919283458,True,1.0
A,C,2024-07-19 21:00:00,380.134029163203,True,1.0
A,C,2024-07-19 22:00:00,378.6229636179799,True,1.0
A,C,2024-07-19 23:00:00,404.306231837251,True,1.0
A,C,2024-07-20 00:00:00,,False,1.0
A,C,2024-07-20 01:00:00,,False,2.0
A,C,2024-07-20 02:00:00,,False,3.0
A,C,2024-07-20 03:00:00,,False,4.0
A,C,2024-07-20 04:00:00,,False,5.0
A,C,2024-07-20 05:00:00,,False,6.0
A,C,2024-07-20 06:00:00,,False,7.0
A,C,2024-07-20 07:00:00,,False,8.0
A,C,2024-07-20 08:00:00,,False,9.0
A,C,2024-07-20 09:00:00,,False,10.0
A,C,2024-07-20 10:00:00,,False,11.0
A,C,2024-07-20 11:00:00,,False,12.0
A,C,2024-07-20 12:00:00,,False,13.0
A,C,2024-07-20 13:00:00,,False,14.0
A,C,2024-07-20 14:00:00,,False,15.0
A,C,2024-07-20 15:00:00,,False,16.0
A,C,2024-07-20 16:00:00,,False,17.0
A,C,2024-07-20 17:00:00,,False,18.0
A,C,2024-07-20 18:00:00,,False,19.0
A,C,2024-07-20 19:00:00,,False,20.0
A,C,2024-07-20 20:00:00,,False,21.0
A,C,2024-07-20 21:00:00,,False,22.0
A,C,2024-07-20 22:00:00,,False,23.0
A,C,2024-07-20 23:00:00,,False,24.0
A,C,2024-07-21 00:00:00,,False,25.0
A,C,2024-07-21 01:00:00,,False,26.0
A,C,2024-07-21 02:00:00,,False,27.0
A,C,2024-07-21 03:00:00,,False,28.0
A,C,2024-07-21 04:00:00,,False,29.0
A,C,2024-07-21 05:00:00,,False,30.0
A,C,2024-07-21 06:00:00,,False,31.0
A,C,2024-07-21 07:00:00,,False,32.0
A,C,2024-07-21 08:00:00,,False,33.0
A,C,2024-07-21 09:00:00,,False,34.0
A,C,2024-07-21 10:00:00,,False,35.0
A,C,2024-07-21 11:00:00,,False,36.0
A,C,2024-07-21 12:00:00,,False,37.0
A,C,2024-07-21 13:00:00,,False,38.0
A,C,2024-07-21 14:00:00,,False,39.0
A,C,2024-07-21 15:00:00,,False,40.0
A,C,2024-07-21 16:00:00,,False,41.0
A,C,2024-07-21 17:00:00,,False,42.0
A,C,2024-07-21 18:00:00,,False,43.0
A,C,2024-07-21 19:00:00,,False,44.0
A,C,2024-07-21 20:00:00,,False,45.0
A,C,2024-07-21 21:00:00,,False,46.0
A,C,2024-07-21 22:00:00,,False,47.0
A,C,2024-07-21 23:00:00,,False,48.0
A,C,2024-07-22 00:00:00,352.66449734353586,True,49.0
A,C,2024-07-22 01:00:00,369.1451076019052,True,1.0
A,C,2024-07-22 02:00:00,361.6003964390404,True,1.0
A,C,2024-07-22 03:00:00,399.704716565908,True,1.0
A,C,2024-07-22 04:00:00,375.0954720093571,True,1.0
A,C,2024-07-22 05:00:00,397.2394892003999,True,1.0
A,C,2024-07-22 06:00:00,361.50895565649887,True,1.0
A,C,2024-07-22 07:00:00,347.11610529923337,True,1.0
A,C,2024-07-22 08:00:00,402.5166536377751,True,1.0
A,C,2024-07-22 09:00:00,355.8601350047501,True,1.0
A,C,2024-07-22 10:00:00,349.47685435927025,True,1.0
A,C,2024-07-22 11:00:00,352.30115309670566,True,1.0
A,C,2024-07-22 12:00:00,407.5897135395069,True,1.0
A,C,2024-07-22 13:00:00,406.33435775475584,True,1.0
A,C,2024-07-22 14:00:00,342.36036917733986,True,1.0
A,C,2024-07-22 15:00:00,358.7020760327268,True,1.0
A,C,2024-07-22 16:00:00,345.9322954470167,True,1.0
A,C,2024-07-22 17:00:00,,False,1.0
A,C,2024-07-22 18:00:00,336.5071993648562,True,2.0
A,C,2024-07-22 19:00:00,398.4833858392317,True,1.0
A,C,2024-07-22 20:00:00,398.1200445509749,True,1.0
A,C,2024-07-22 21:00:00,365.0746453008024,True,1.0
A,C,2024-07-22 22:00:00,387.2658319442952,True,1.0
A,C,2024-07-22 23:00:00,391.7666258675796,True,1.0
A,C,2024-07-23 00:00:00,373.7674658958434,True,1.0
A,C,2024-07-23 01:00:00,369.8054537448808,True,1.0
A,C,2024-07-23 02:00:00,355.85873588152606,True,1.0
A,C,2024-07-23 03:00:00,395.16109959849234,True,1.0
A,C,2024-07-23 04:00:00,361.0864171944695,True,1.0
A,C,2024-07-23 05:00:00,372.0886793857799,True,1.0
A,C,2024-07-23 06:00:00,365.9283955790838,True,1.0
A,C,2024-07-23 07:00:00,344.946096162801,True,1.0
A,C,2024-07-23 08:00:00,395.3773660554502,True,1.0
A,C,2024-07-23 09:00:00,342.4068796530657,True,1.0
A,C,2024-07-23 10:00:00,364.76306740467385,True,1.0
A,C,2024-07-23 11:00:00,401.89216283461735,True,1.0
A,C,2024-07-23 12:00:00,349.70536251778805,True,1.0
A,C,2024-07-23 13:00:00,381.77600183996753,True,1.0
A,C,2024-07-23 14:00:00,400.8691053296443,True,1.0
A,C,2024-07-23 15:00:00,352.27750373859544,True,1.0
A,C,2024-07-23 16:00:00,356.0316548930359,True,1.0
A,C,2024-07-23 17:00:00,392.5668071012152,True,1.0
A,C,2024-07-23 18:00:00,376.29631556702105,True,1.0
A,C,2024-07-23 19:00:00,390.6326067399301,True,1.0
A,C,2024-07-23 20:00:00,355.5222050349532,True,1.0
A,C,2024-07-23 21:00:00,361.6416183392944,True,1.0
A,C,2024-07-23 22:00:00,355.72919329936565,True,1.0
A,C,2024-07-23 23:00:00,345.86071182986285,True,1.0
A,C,2024-07-24 00:00:00,369.3954133134857,True,1.0
A,C,2024-07-24 01:00:00,356.00103185650454,True,1.0
A,C,2024-07-24 02:00:00,385.7145297418872,True,1.0
A,C,2024-07-24 03:00:00,355.8119465859575,True,1.0
A,C,2024-07-24 04:00:00,381.3844843270416,True,1.0
A,C,2024-07-24 05:00:00,349.82245299550306,True,1.0
A,C,2024-07-24 06:00:00,377.48451902825394,True,1.0
A,C,2024-07-24 07:00:00,387.6491488962756,True,1.0
A,C,2024-07-24 08:00:00,408.0651998096112,True,1.0
A,C,2024-07-24 09:00:00,380.025607355843,True,1.0
A,C,2024-07-24 10:00:00,359.6638826560325,True,1.0
A,C,2024-07-24 11:00:00,397.4103635116069,True,1.0
A,C,2024-07-24 12:00:00,361.90233084048816,True,1.0
A,C,2024-07-24 13:00:00,370.134974205884,True,1.0
A,C,2024-07-24 14:00:00,373.10415578415456,True,1.0
A,C,2024-07-24 15:00:00,400.7160318258186,True,1.0
A,C,2024-07-24 16:00:00,404.4145742298073,True,1.0
A,C,2024-07-24 17:00:00,357.07230395233967,True,1.0
A,C,2024-07-24 18:00:00,354.7712146977376,True,1.0
A,C,2024-07-24 19:00:00,392.7078967789804,True,1.0
A,C,2024-07-24 20:00:00,360.5762126724224,True,1.0
A,C,2024-07-24 21:00:00,401.8719616034505,True,1.0
A,C,2024-07-24 22:00:00,396.4723877381968,True,1.0
A,C,2024-07-24 23:00:00,392.2485505060096,True,1.0
A,C,2024-07-25 00:00:00,351.0630513484176,True,1.0
A,C,2024-07-25 01:00:00,383.4248970488519,True,1.0
A,C,2024-07-25 02:00:00,341.44585964763684,True,1.0
A,C,2024-07-25 03:00:00,339.0965433198768,True,1.0
A,C,2024-07-25 04:00:00,373.8107558965256,True,1.0
A,C,2024-07-25 05:00:00,398.89566688132766,True,1.0
A,C,2024-07-25 06:00:00,338.2632849119762,True,1.0
A,C,2024-07-25 07:00:00,352.5183210688068,True,1.0
A,C,2024-07-25 08:00:00,389.00758573053525,True,1.0
A,C,2024-07-25 09:00:00,382.4272620714016,True,1.0
A,C,2024-07-25 10:00:00,385.3102549043888,True,1.0
A,C,2024-07-25 11:00:00,337.0945025178765,True,1.0
A,C,2024-07-25 12:00:00,375.0894057472789,True,1.0
A,C,2024-07-25 13:00:00,348.21518292395143,True,1.0
A,C,2024-07-25 14:00:00,338.83454437874605,True,1.0
A,C,2024-07-25 15:00:00,372.9052378667639,True,1.0
A,C,2024-07-25 16:00:00,351.0047628729954,True,1.0
A,C,2024-07-25 17:00:00,377.2644286395956,True,1.0
A,C,2024-07-25 18:00:00,373.9725954244799,True,1.0
A,C,2024-07-25 19:00:00,357.78135807651097,True,1.0
A,C,2024-07-25 20:00:00,348.6912237368451,True,1.0
A,C,2024-07-25 21:00:00,340.2984746661277,True,1.0
A,C,2024-07-25 22:00:00,374.3761369140857,True,1.0
A,C,2024-07-25 23:00:00,370.2823440858869,True,1.0
A,C,2024-07-26 00:00:00,377.2973276750262,True,1.0
A,C,2024-07-26 01:00:00,342.3875881771912,True,1.0
A,C,2024-07-26 02:00:00,391.8259734204124,True,1.0
A,C,2024-07-26 03:00:00,393.9323348333093,True,1.0
A,C,2024-07-26 04:00:00,,False,1.0
A,C,2024-07-26 05:00:00,390.1305185152552,True,2.0
A,C,2024-07-26 06:00:00,370.6813775324698,True,1.0
A,C,2024-07-26 07:00:00,371.7718923129955,True,1.0
A,C,2024-07-26 08:00:00,404.7477493946572,True,1.0
A,C,2024-07-26 09:00:00,398.49810531768463,True,1.0
A,C,2024-07-26 10:00:00,354.5464569404878,True,1.0
A,C,2024-07-26 11:00:00,357.0348640973717,True,1.0
A,C,2024-07-26 12:00:00,406.6628008906049,True,1.0
A,C,2024-07-26 13:00:00,370.3083133441645,True,1.0
A,C,2024-07-26 14:00:00,406.4493725648328,True,1.0
A,C,2024-07-26 15:00:00,346.2192036840737,True,1.0
A,C,2024-07-26 16:00:00,366.1827908448044,True,1.0
A,C,2024-07-26 17:00:00,402.8069300158132,True,1.0
A,C,2024-07-26 18:00:00,381.4676878475551,True,1.0
A,C,2024-07-26 19:00:00,347.66884345771746,True,1.0
A,C,2024-07-26 20:00:00,390.7461965916684,True,1.0
A,C,2024-07-26 21:00:00,371.362550508457,True,1.0
A,C,2024-07-26 22:00:00,373.48746223605696,True,1.0
A,C,2024-07-26 23:00:00,356.3857604051236,True,1.0
A,C,2024-07-27 00:00:00,,False,1.0
A,C,2024-07-27 01:00:00,,False,2.0
A,C,2024-07-27 02:00:00,,False,3.0
A,C,2024-07-27 03:00:00,,False,4.0
A,C,2024-07-27 04:00:00,,False,5.0
A,C,2024-07-27 05:00:00,,False,6.0
A,C,2024-07-27 06:00:00,,False,7.0
A,C,2024-07-27 07:00:00,,False,8.0
A,C,2024-07-27 08:00:00,,False,9.0
A,C,2024-07-27 09:00:00,,False,10.0
A,C,2024-07-27 10:00:00,,False,11.0
A,C,2024-07-27 11:00:00,,False,12.0
A,C,2024-07-27 12:00:00,,False,13.0
A,C,2024-07-27 13:00:00,,False,14.0
A,C,2024-07-27 14:00:00,,False,15.0
A,C,2024-07-27 15:00:00,,False,16.0
A,C,2024-07-27 16:00:00,,False,17.0
A,C,2024-07-27 17:00:00,,False,18.0
A,C,2024-07-27 18:00:00,,False,19.0
A,C,2024-07-27 19:00:00,,False,20.0
A,C,2024-07-27 20:00:00,,False,21.0
A,C,2024-07-27 21:00:00,,False,22.0
A,C,2024-07-27 22:00:00,,False,23.0
A,C,2024-07-27 23:00:00,,False,24.0
A,C,2024-07-28 00:00:00,,False,25.0
A,C,2024-07-28 01:00:00,,False,26.0
A,C,2024-07-28 02:00:00,,False,27.0
A,C,2024-07-28 03:00:00,,False,28.0
A,C,2024-07-28 04:00:00,,False,29.0
A,C,2024-07-28 05:00:00,,False,30.0
A,C,2024-07-28 06:00:00,,False,31.0
A,C,2024-07-28 07:00:00,,False,32.0
A,C,2024-07-28 08:00:00,,False,33.0
A,C,2024-07-28 09:00:00,,False,34.0
A,C,2024-07-28 10:00:00,,False,35.0
A,C,2024-07-28 11:00:00,,False,36.0
A,C,2024-07-28 12:00:00,,False,37.0
A,C,2024-07-28 13:00:00,,False,38.0
A,C,2024-07-28 14:00:00,,False,39.0
A,C,2024-07-28 15:00:00,,False,40.0
A,C,2024-07-28 16:00:00,,False,41.0
A,C,2024-07-28 17:00:00,,False,42.0
A,C,2024-07-28 18:00:00,,False,43.0
A,C,2024-07-28 19:00:00,,False,44.0
A,C,2024-07-28 20:00:00,,False,45.0
A,C,2024-07-28 21:00:00,,False,46.0
A,C,2024-07-28 22:00:00,,False,47.0
A,C,2024-07-28 23:00:00,,False,48.0
A,C,2024-07-29 00:00:00,376.5025145127646,True,49.0
A,C,2024-07-29 01:00:00,345.71855136487824,True,1.0
A,C,2024-07-29 02:00:00,392.4507737658503,True,1.0
A,C,2024-07-29 03:00:00,379.4066354386358,True,1.0
A,C,2024-07-29 04:00:00,405.13912164643386,True,1.0
A,C,2024-07-29 05:00:00,382.62649505508233,True,1.0
A,C,2024-07-29 06:00:00,392.00112350658304,True,1.0
A,C,2024-07-29 07:00:00,403.3673549365962,True,1.0
A,C,2024-07-29 08:00:00,397.6796588321317,True,1.0
A,C,2024-07-29 09:00:00,344.8720570709272,True,1.0
A,C,2024-07-29 10:00:00,360.3855567269607,True,1.0
A,C,2024-07-29 11:00:00,367.4964236858263,True,1.0
A,C,2024-07-29 12:00:00,363.3263427080134,True,1.0
A,C,2024-07-29 13:00:00,390.6994286822875,True,1.0
A,C,2024-07-29 14:00:00,406.0280678095253,True,1.0
A,C,2024-07-29 15:00:00,393.90299961349217,True,1.0
A,C,2024-07-29 16:00:00,391.0577295374365,True,1.0
A,C,2024-07-29 17:00:00,386.40178068823343,True,1.0
A,C,2024-07-29 18:00:00,387.317516168675,True,1.0
A,C,2024-07-29 19:00:00,361.8364451191798,True,1.0
A,C,2024-07-29 20:00:00,392.83008529973193,True,1.0
A,C,2024-07-29 21:00:00,375.6831225186333,True,1.0
A,C,2024-07-29 22:00:00,350.0687874566078,True,1.0
A,C,2024-07-29 23:00:00,397.6919766547953,True,1.0
A,C,2024-07-30 00:00:00,352.15940577291,True,1.0
A,C,2024-07-30 01:00:00,369.7219368901815,True,1.0
A,C,2024-07-30 02:00:00,368.9935130688594,True,1.0
A,C,2024-07-30 03:00:00,337.52269138848465,True,1.0
A,C,2024-07-30 04:00:00,385.17390313381287,True,1.0
A,C,2024-07-30 05:00:00,370.26828784512105,True,1.0
A,C,2024-07-30 06:00:00,379.15283362560825,True,1.0
A,C,2024-07-30 07:00:00,341.6388917262285,True,1.0
A,C,2024-07-30 08:00:00,354.6027259693608,True,1.0
A,C,2024-07-30 09:00:00,402.6815102173046,True,1.0
A,C,2024-07-30 10:00:00,344.07749080927584,True,1.0
A,C,2024-07-30 11:00:00,358.2036088113068,True,1.0
A,C,2024-07-30 12:00:00,364.82872511411193,True,1.0
A,C,2024-07-30 13:00:00,345.275439564263,True,1.0
A,C,2024-07-30 14:00:00,348.956169292927,True,1.0
A,C,2024-07-30 15:00:00,352.314494962144,True,1.0
A,C,2024-07-30 16:00:00,390.7413344081143,True,1.0
A,C,2024-07-30 17:00:00,373.5340857960508,True,1.0
A,C,2024-07-30 18:00:00,335.7297864868062,True,1.0
A,C,2024-07-30 19:00:00,339.1563990004417,True,1.0
A,C,2024-07-30 20:00:00,386.92623870606656,True,1.0
A,C,2024-07-30 21:00:00,397.47145734533257,True,1.0
A,C,2024-07-30 22:00:00,367.2092766829911,True,1.0
A,C,2024-07-30 23:00:00,347.7790512086264,True,1.0
A,C,2024-07-31 00:00:00,368.32024447755225,True,1.0
A,C,2024-07-31 01:00:00,384.42162966459966,True,1.0
A,C,2024-07-31 02:00:00,353.06669003933246,True,1.0
A,C,2024-07-31 03:00:00,335.8253040137505,True,1.0
A,C,2024-07-31 04:00:00,364.6061034663479,True,1.0
A,C,2024-07-31 05:00:00,370.2175170626333,True,1.0
A,C,2024-07-31 06:00:00,373.3388113322057,True,1.0
A,C,2024-07-31 07:00:00,372.14079786782736,True,1.0
A,C,2024-07-31 08:00:00,366.56827644278553,True,1.0
A,C,2024-07-31 09:00:00,371.54310871504873,True,1.0
A,C,2024-07-31 10:00:00,392.7719902445723,True,1.0
A,C,2024-07-31 11:00:00,376.78517254482216,True,1.0
A,C,2024-07-31 12:00:00,388.6362090165935,True,1.0
A,C,2024-07-31 13:00:00,406.4399542099276,True,1.0
A,C,2024-07-31 14:00:00,373.5886535202312,True,1.0
A,C,2024-07-31 15:00:00,396.9417867610072,True,1.0
A,C,2024-07-31 16:00:00,402.5991556252641,True,1.0
A,C,2024-07-31 17:00:00,407.8300033945815,True,1.0
A,C,2024-07-31 18:00:00,391.06268069313165,True,1.0
A,C,2024-07-31 19:00:00,354.6635106149048,True,1.0
A,C,2024-07-31 20:00:00,399.4840651121129,True,1.0
A,C,2024-07-31 21:00:00,382.4002723018886,True,1.0
A,C,2024-07-31 22:00:00,382.2069477859589,True,1.0
A,C,2024-07-31 23:00:00,373.28807051670987,True,1.0
A,C,2024-08-01 00:00:00,395.0046459391784,True,1.0
A,C,2024-08-01 01:00:00,335.7024431203328,True,1.0
A,C,2024-08-01 02:00:00,334.57913165686773,True,1.0
A,C,2024-08-01 03:00:00,335.50852137426386,True,1.0
A,C,2024-08-01 04:00:00,365.8215635822079,True,1.0
A,C,2024-08-01 05:00:00,350.65608378866784,True,1.0
A,C,2024-08-01 06:00:00,358.3575774795975,True,1.0
A,C,2024-08-01 07:00:00,383.510857992582,True,1.0
A,C,2024-08-01 08:00:00,376.75717771939935,True,1.0
A,C,2024-08-01 09:00:00,399.46707414353466,True,1.0
A,C,2024-08-01 10:00:00,345.43768266982727,True,1.0
A,C,2024-08-01 11:00:00,349.4127725934137,True,1.0
A,C,2024-08-01 12:00:00,336.0544409713699,True,1.0
A,C,2024-08-01 13:00:00,396.822916995011,True,1.0
A,C,2024-08-01 14:00:00,374.2059216279749,True,1.0
A,C,2024-08-01 15:00:00,358.42007553954835,True,1.0
A,C,2024-08-01 16:00:00,351.19168528949854,True,1.0
A,C,2024-08-01 17:00:00,356.5987046952552,True,1.0
A,C,2024-08-01 18:00:00,354.23385060981786,True,1.0
A,C,2024-08-01 19:00:00,350.23628327978696,True,1.0
A,C,2024-08-01 20:00:00,344.3022657514986,True,1.0
A,C,2024-08-01 21:00:00,366.748993167481,True,1.0
A,C,2024-08-01 22:00:00,361.958116275553,True,1.0
A,C,2024-08-01 23:00:00,389.3421831623083,True,1.0
A,C,2024-08-02 00:00:00,362.35181527180407,True,1.0
A,C,2024-08-02 01:00:00,363.7447932583658,True,1.0
A,C,2024-08-02 02:00:00,362.3583729244554,True,1.0
A,C,2024-08-02 03:00:00,341.001259038665,True,1.0
A,C,2024-08-02 04:00:00,401.91507669407497,True,1.0
A,C,2024-08-02 05:00:00,343.1434022270243,True,1.0
A,C,2024-08-02 06:00:00,343.04350950469035,True,1.0
A,C,2024-08-02 07:00:00,379.0150007416991,True,1.0
A,C,2024-08-02 08:00:00,357.6344430605939,True,1.0
A,C,2024-08-02 09:00:00,407.25106050604046,True,1.0
A,C,2024-08-02 10:00:00,360.8254579173927,True,1.0
A,C,2024-08-02 11:00:00,342.42236926953944,True,1.0
A,C,2024-08-02 12:00:00,334.6460747207295,True,1.0
A,C,2024-08-02 13:00:00,363.8287022469303,True,1.0
A,C,2024-08-02 14:00:00,360.44105776501584,True,1.0
A,C,2024-08-02 15:00:00,396.21679551186617,True,1.0
A,C,2024-08-02 16:00:00,397.0538104091555,True,1.0
A,C,2024-08-02 17:00:00,408.3316721884279,True,1.0
A,C,2024-08-02 18:00:00,381.8908147784365,True,1.0
A,C,2024-08-02 19:00:00,369.10411741193775,True,1.0
A,C,2024-08-02 20:00:00,354.5039719130874,True,1.0
A,C,2024-08-02 21:00:00,358.1089758510835,True,1.0
A,C,2024-08-02 22:00:00,352.5945105742076,True,1.0
A,C,2024-08-02 23:00:00,343.6070356304984,True,1.0
A,C,2024-08-03 00:00:00,,False,1.0
A,C,2024-08-03 01:00:00,,False,2.0
A,C,2024-08-03 02:00:00,,False,3.0
A,C,2024-08-03 03:00:00,,False,4.0
A,C,2024-08-03 04:00:00,,False,5.0
A,C,2024-08-03 05:00:00,,False,6.0
A,C,2024-08-03 06:00:00,,False,7.0
A,C,2024-08-03 07:00:00,,False,8.0
A,C,2024-08-03 08:00:00,,False,9.0
A,C,2024-08-03 09:00:00,,False,10.0
A,C,2024-08-03 10:00:00,,False,11.0
A,C,2024-08-03 11:00:00,,False,12.0
A,C,2024-08-03 12:00:00,,False,13.0
A,C,2024-08-03 13:00:00,,False,14.0
A,C,2024-08-03 14:00:00,,False,15.0
A,C,2024-08-03 15:00:00,,False,16.0
A,C,2024-08-03 16:00:00,,False,17.0
A,C,2024-08-03 17:00:00,,False,18.0
A,C,2024-08-03 18:00:00,,False,19.0
A,C,2024-08-03 19:00:00,,False,20.0
A,C,2024-08-03 20:00:00,,False,21.0
A,C,2024-08-03 21:00:00,,False,22.0
A,C,2024-08-03 22:00:00,,False,23.0
A,C,2024-08-03 23:00:00,,False,24.0
A,C,2024-08-04 00:00:00,,False,25.0
A,C,2024-08-04 01:00:00,,False,26.0
A,C,2024-08-04 02:00:00,,False,27.0
A,C,2024-08-04 03:00:00,,False,28.0
A,C,2024-08-04 04:00:00,,False,29.0
A,C,2024-08-04 05:00:00,,False,30.0
A,C,2024-08-04 06:00:00,,False,31.0
A,C,2024-08-04 07:00:00,,False,32.0
A,C,2024-08-04 08:00:00,,False,33.0
A,C,2024-08-04 09:00:00,,False,34.0
A,C,2024-08-04 10:00:00,,False,35.0
A,C,2024-08-04 11:00:00,,False,36.0
A,C,2024-08-04 12:00:00,,False,37.0
A,C,2024-08-04 13:00:00,,False,38.0
A,C,2024-08-04 14:00:00,,False,39.0
A,C,2024-08-04 15:00:00,,False,40.0
A,C,2024-08-04 16:00:00,,False,41.0
A,C,2024-08-04 17:00:00,,False,42.0
A,C,2024-08-04 18:00:00,,False,43.0
A,C,2024-08-04 19:00:00,,False,44.0
A,C,2024-08-04 20:00:00,,False,45.0
A,C,2024-08-04 21:00:00,,False,46.0
A,C,2024-08-04 22:00:00,,False,47.0
A,C,2024-08-04 23:00:00,,False,48.0
A,C,2024-08-05 00:00:00,385.7136160832044,True,49.0
A,C,2024-08-05 01:00:00,338.6498590654097,True,1.0
A,C,2024-08-05 02:00:00,398.4301029010475,True,1.0
A,C,2024-08-05 03:00:00,361.70494434715886,True,1.0
A,C,2024-08-05 04:00:00,345.7998485112456,True,1.0
A,C,2024-08-05 05:00:00,403.6233584909752,True,1.0
A,C,2024-08-05 06:00:00,389.1954945781637,True,1.0
A,C,2024-08-05 07:00:00,347.5915548483606,True,1.0
A,C,2024-08-05 08:00:00,342.2292713329409,True,1.0
A,C,2024-08-05 09:00:00,371.0489143533251,True,1.0
A,C,2024-08-05 10:00:00,380.5343783613041,True,1.0
A,C,2024-08-05 11:00:00,353.7960515106585,True,1.0
A,C,2024-08-05 12:00:00,392.26202324965726,True,1.0
A,C,2024-08-05 13:00:00,400.09881255300206,True,1.0
A,C,2024-08-05 14:00:00,398.852053381264,True,1.0
A,C,2024-08-05 15:00:00,337.5597773088597,True,1.0
A,C,2024-08-05 16:00:00,378.54421129298765,True,1.0
A,C,2024-08-05 17:00:00,345.85106970609365,True,1.0
A,C,2024-08-05 18:00:00,400.7201219253854,True,1.0
A,C,2024-08-05 19:00:00,407.4767243910267,True,1.0
A,C,2024-08-05 20:00:00,369.4254478901162,True,1.0
A,C,2024-08-05 21:00:00,397.6724487658048,True,1.0
A,C,2024-08-05 22:00:00,344.0864494882927,True,1.0
A,C,2024-08-05 23:00:00,381.3913823114229,True,1.0
A,C,2024-08-06 00:00:00,368.9649447963557,True,1.0
A,C,2024-08-06 01:00:00,343.62562003750224,True,1.0
A,C,2024-08-06 02:00:00,361.2504608663161,True,1.0
A,C,2024-08-06 03:00:00,387.29098020716,True,1.0
A,C,2024-08-06 04:00:00,389.696822345018,True,1.0
A,C,2024-08-06 05:00:00,348.6809233967739,True,1.0
A,C,2024-08-06 06:00:00,343.74508207320247,True,1.0
A,C,2024-08-06 07:00:00,350.85371606625534,True,1.0
A,C,2024-08-06 08:00:00,341.1451013659329,True,1.0
A,C,2024-08-06 09:00:00,399.9575573724432,True,1.0
A,C,2024-08-06 10:00:00,350.9035769508037,True,1.0
A,C,2024-08-06 11:00:00,383.0629676896151,True,1.0
A,C,2024-08-06 12:00:00,406.4198489594573,True,1.0
A,C,2024-08-06 13:00:00,372.7091706851473,True,1.0
A,C,2024-08-06 14:00:00,399.70994047470055,True,1.0
A,C,2024-08-06 15:00:00,343.8861113735757,True,1.0
A,C,2024-08-06 16:00:00,383.19902134592616,True,1.0
A,C,2024-08-06 17:00:00,403.49957715123,True,1.0
A,C,2024-08-06 18:00:00,401.3754056375912,True,1.0
A,C,2024-08-06 19:00:00,337.6725557409112,True,1.0
A,C,2024-08-06 20:00:00,347.63296765446546,True,1.0
A,C,2024-08-06 21:00:00,336.640209062348,True,1.0
A,C,2024-08-06 22:00:00,346.1267176844222,True,1.0
A,C,2024-08-06 23:00:00,376.5825745251639,True,1.0
A,C,2024-08-07 00:00:00,359.640734736084,True,1.0
A,C,2024-08-07 01:00:00,394.7656449692944,True,1.0
A,C,2024-08-07 02:00:00,367.67433500792174,True,1.0
A,C,2024-08-07 03:00:00,380.23739944976273,True,1.0
A,C,2024-08-07 04:00:00,342.85498410376204,True,1.0
A,C,2024-08-07 05:00:00,391.1663110119405,True,1.0
A,C,2024-08-07 06:00:00,359.1472077695189,True,1.0
A,C,2024-08-07 07:00:00,353.0612438721128,True,1.0
A,C,2024-08-07 08:00:00,370.2915862656,True,1.0
A,C,2024-08-07 09:00:00,383.3509467996021,True,1.0
A,C,2024-08-07 10:00:00,359.52737980028763,True,1.0
A,C,2024-08-07 11:00:00,338.7936225305878,True,1.0
A,C,2024-08-07 12:00:00,381.7950921419961,True,1.0
A,C,2024-08-07 13:00:00,343.47932244757226,True,1.0
A,C,2024-08-07 14:00:00,368.0700164853735,True,1.0
A,C,2024-08-07 15:00:00,374.9772284464865,True,1.0
A,C,2024-08-07 16:00:00,398.9469802283439,True,1.0
A,C,2024-08-07 17:00:00,366.4908519656484,True,1.0
A,C,2024-08-07 18:00:00,340.26736816723263,True,1.0
A,C,2024-08-07 19:00:00,371.58113478713307,True,1.0
A,C,2024-08-07 20:00:00,403.9914804585792,True,1.0
A,C,2024-08-07 21:00:00,348.57630225402136,True,1.0
A,C,2024-08-07 22:00:00,350.5793953868337,True,1.0
A,C,2024-08-07 23:00:00,388.5603677920174,True,1.0
A,C,2024-08-08 00:00:00,378.7245418617913,True,1.0
A,C,2024-08-08 01:00:00,397.95352746287,True,1.0
A,C,2024-08-08 02:00:00,393.5235451409538,True,1.0
A,C,2024-08-08 03:00:00,351.2154210033378,True,1.0
A,C,2024-08-08 04:00:00,373.5223990309537,True,1.0
A,C,2024-08-08 05:00:00,341.5422350010707,True,1.0
A,C,2024-08-08 06:00:00,381.2026030323605,True,1.0
A,C,2024-08-08 07:00:00,396.71455299157486,True,1.0
A,C,2024-08-08 08:00:00,345.396572451908,True,1.0
A,C,2024-08-08 09:00:00,379.3726547850232,True,1.0
A,C,2024-08-08 10:00:00,354.7790722592729,True,1.0
A,C,2024-08-08 11:00:00,404.5594175785548,True,1.0
A,C,2024-08-08 12:00:00,400.9998755804928,True,1.0
A,C,2024-08-08 13:00:00,400.4644035387604,True,1.0
A,C,2024-08-08 14:00:00,344.21374305403566,True,1.0
A,C,2024-08-08 15:00:00,334.1336296103771,True,1.0
A,C,2024-08-08 16:00:00,375.3701839357996,True,1.0
A,C,2024-08-08 17:00:00,402.6403823515365,True,1.0
A,C,2024-08-08 18:00:00,405.3298428007697,True,1.0
A,C,2024-08-08 19:00:00,364.5761510166834,True,1.0
A,C,2024-08-08 20:00:00,395.1704169897629,True,1.0
A,C,2024-08-08 21:00:00,394.0230941256488,True,1.0
A,C,2024-08-08 22:00:00,352.1093080305404,True,1.0
A,C,2024-08-08 23:00:00,382.0766281838564,True,1.0
